,NAME,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-11-01,2021-11-02,2021-11-03,2021-11-04,2021-11-05,2021-11-08,2021-11-09,2021-11-10,2021-11-11,2021-11-12,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-29,2021-11-30,2021-12-01,2021-12-02,2021-12-03,2021-12-06,2021-12-07,2021-12-08,2021-12-09,2021-12-10,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10
BK0949,氦气概念,17.51,38.13,76.02,78.18,92.09,93.53,86.81,56.35,25.9,53.24,89.45,85.13,94.72,97.36,93.29,83.93,85.13,78.42,96.64,96.88,97.6,98.32,97.84,76.74,67.39,38.61,95.44,90.65,95.68,99.52,99.76,99.28,99.28,98.56,23.26,18.47,31.89,32.61,85.61,89.45,38.13,0.0,1.92,0.0,0.0,0.96,16.79,26.86,60.91,40.77,47.72,76.26,10.31,8.63,15.83,8.39,11.03,9.83,29.02,27.58,11.03,10.55,13.91,6.24,11.75,43.41,32.85,53.24,57.31,70.5,10.79,20.14,78.18,96.4,89.45,24.7,12.47,14.15,8.87,15.35,95.68,78.66,72.18,67.15,51.32,33.57,52.76,49.16,73.38,87.29,95.92,99.76,99.76,98.56,99.04,93.29,35.97,12.47,90.65,99.28,99.28,99.28,99.28,66.67,34.05,60.19,17.03,5.04,89.69,59.95,86.81,73.62,69.06,11.75,54.92,64.51,73.86,94.96,96.88,95.2,57.55,82.73,2.64,35.25,29.74,35.25,35.73,50.6,33.33,7.19,4.32,3.12,4.56,3.12,2.4,7.19,13.67,21.34,59.47,53.96,81.53,50.36,63.55,26.86,23.98
BK0499,AH股,17.27,26.62,14.39,28.06,30.46,37.89,14.87,58.75,56.12,60.91,38.61,46.04,39.81,46.52,38.61,45.56,77.46,55.16,34.53,47.0,47.48,23.74,43.41,61.63,61.39,38.13,45.56,31.89,28.54,29.02,56.12,70.74,68.82,74.58,48.68,42.93,34.05,52.52,65.47,75.54,78.42,88.97,88.49,87.53,94.48,92.09,71.7,78.42,80.82,76.74,64.27,60.67,24.94,42.69,42.69,65.71,64.99,70.98,81.29,76.02,64.27,41.49,29.98,24.94,15.59,19.42,30.94,50.12,48.92,45.08,60.19,43.17,48.68,48.92,62.35,67.15,46.76,13.43,13.91,13.43,5.28,9.11,10.07,7.19,6.47,17.75,10.79,10.79,19.42,11.27,11.75,23.02,40.05,41.73,54.44,39.81,27.82,35.25,18.94,19.18,65.23,85.37,93.05,96.88,97.12,95.44,88.73,66.19,7.67,17.27,20.86,45.08,53.0,70.02,47.72,64.75,57.31,57.07,47.96,67.87,30.46,18.47,10.31,29.5,30.94,61.39,55.88,80.34,63.79,74.58,18.47,11.27,32.61,51.8,77.22,81.53,88.49,91.13,90.65,86.81,66.43,82.97,69.06,51.32,28.3
BK0882,猪肉概念,17.03,22.3,14.15,11.27,10.79,2.16,5.52,15.11,5.04,9.83,6.0,0.48,0.96,1.44,16.55,12.95,12.71,9.11,22.54,29.26,43.17,30.46,43.88,41.49,92.57,77.94,83.93,80.34,77.7,4.32,18.94,24.94,30.46,25.18,11.27,17.27,19.9,13.91,4.56,4.32,19.18,38.61,32.61,68.35,79.38,52.76,23.5,53.48,17.75,40.05,24.46,24.22,93.53,90.89,68.11,87.53,95.92,94.48,94.24,98.8,98.8,99.52,98.32,99.52,87.29,90.89,23.74,7.43,72.42,56.59,69.06,91.13,86.57,4.56,55.88,68.35,77.7,67.15,89.45,94.0,91.85,71.7,67.39,40.29,4.56,4.08,3.84,16.79,12.71,14.39,23.02,16.31,6.24,9.59,2.88,1.44,3.84,11.75,6.24,17.03,60.19,81.06,79.38,90.17,94.0,85.37,79.14,56.83,16.79,11.75,4.32,10.07,30.22,55.64,76.74,97.36,97.6,97.36,96.64,91.37,30.7,18.94,77.94,90.89,91.37,96.4,99.28,84.65,68.11,77.94,82.73,8.63,22.78,24.94,77.94,56.12,70.98,84.41,73.14,31.89,87.05,64.03,66.43,90.89,96.64
BK0568,深成500,16.79,23.02,28.54,45.8,57.79,62.11,58.03,68.82,64.27,44.84,44.84,47.72,42.45,46.76,39.33,31.41,52.76,51.56,47.48,58.75,69.06,45.56,46.28,50.6,57.79,53.0,47.48,36.21,34.29,24.22,32.13,35.97,38.85,41.01,27.82,36.69,37.89,31.41,35.97,37.65,38.37,46.76,49.88,43.41,52.52,56.12,48.68,64.03,78.42,65.71,63.31,53.48,42.69,43.17,41.73,47.0,66.91,76.02,77.7,79.62,75.54,50.36,36.45,34.77,30.7,29.98,45.08,33.09,51.08,41.49,51.8,59.47,72.42,63.79,69.54,73.86,65.23,63.31,60.43,53.72,45.32,45.32,37.65,27.58,26.86,31.41,26.86,29.5,35.25,28.54,23.26,31.18,49.88,46.52,51.8,46.04,39.81,38.37,27.82,21.82,31.89,41.01,56.59,67.39,80.82,83.21,76.02,71.7,41.73,25.42,18.94,23.98,18.71,22.78,29.26,42.69,66.91,75.78,78.42,64.27,48.68,29.5,21.82,27.1,26.86,35.73,33.57,42.45,41.49,35.25,29.74,29.74,52.04,48.68,77.46,67.87,71.7,75.06,78.66,58.75,40.77,40.29,26.14,18.71,17.75
BK0470,造纸印刷,16.55,36.69,24.94,43.17,36.45,38.37,42.93,52.52,53.96,34.05,12.71,5.52,13.67,3.6,17.99,14.39,30.22,13.67,19.18,26.86,47.0,22.06,26.86,35.49,47.0,47.0,64.27,70.5,91.13,89.21,85.85,83.45,88.49,47.24,14.87,19.18,17.75,30.46,25.66,49.16,61.39,60.67,57.79,59.95,44.84,32.61,56.83,61.15,70.02,76.02,79.38,40.53,70.5,30.22,14.63,94.96,83.93,36.45,70.26,72.18,7.67,22.54,59.23,44.36,37.65,26.38,16.07,8.39,13.91,29.02,23.98,64.03,43.17,33.57,17.27,37.41,13.67,10.07,14.15,31.41,18.94,43.41,49.88,47.72,32.61,35.73,14.39,35.49,42.93,46.76,52.76,37.65,12.47,48.44,36.93,31.65,51.56,57.07,31.89,92.57,97.84,94.48,90.65,72.18,22.3,4.8,10.07,17.03,30.22,70.02,62.83,74.82,79.14,71.94,59.71,62.59,43.17,33.57,50.36,57.55,77.46,67.15,74.82,59.71,66.67,61.63,74.82,66.67,77.46,75.3,36.93,25.18,21.34,33.09,14.63,59.47,52.28,58.03,42.21,52.28,63.79,63.07,73.14,53.96,56.83
BK1028,燃气,16.31,38.61,36.69,42.93,35.73,40.53,43.88,43.88,25.42,37.17,22.06,8.87,10.31,16.31,34.53,59.23,78.9,69.54,69.78,55.4,48.2,36.93,75.78,84.17,98.56,85.85,89.93,87.53,92.09,94.72,97.36,98.8,98.32,96.64,95.44,99.04,94.72,96.64,97.12,94.96,47.0,39.81,72.42,53.24,80.1,98.08,97.36,98.56,96.88,90.65,82.01,90.41,81.77,95.2,97.6,93.29,77.22,76.26,98.32,39.09,90.41,97.84,19.42,0.0,0.24,0.48,0.0,0.48,3.84,73.14,79.14,31.41,31.41,76.02,84.41,23.5,54.2,8.15,2.88,6.0,27.58,31.41,42.45,45.32,8.39,5.28,2.64,4.56,20.14,80.34,90.65,98.8,93.05,74.82,81.06,56.59,63.31,34.77,50.84,66.67,87.29,57.79,88.73,81.77,59.71,49.88,33.57,2.4,2.88,6.47,29.5,51.56,41.97,39.57,65.95,32.61,38.61,83.21,58.27,7.43,5.28,2.16,0.72,10.55,20.62,47.24,33.33,46.52,57.55,53.0,5.28,7.19,5.76,8.87,2.64,24.46,42.45,64.27,60.19,79.86,86.09,92.09,93.05,87.05,73.38
BK0927,免税概念,16.07,28.3,20.62,32.37,31.18,30.94,25.42,57.79,56.83,74.1,53.48,47.24,39.57,33.57,23.5,18.94,23.5,6.24,2.4,1.92,4.8,9.35,22.78,42.93,81.53,61.15,82.97,71.94,69.06,54.68,73.62,64.27,55.88,68.82,42.69,24.22,45.08,69.06,55.4,76.02,82.01,85.85,73.86,86.33,86.57,84.65,64.75,77.22,75.06,56.12,26.14,16.07,10.79,19.9,31.18,39.33,75.78,76.74,80.1,85.37,86.81,92.33,92.57,94.0,85.61,89.45,66.67,48.92,16.31,17.03,11.75,13.19,8.39,24.46,29.74,45.32,52.04,32.61,27.58,27.1,13.91,9.83,30.94,21.34,17.27,29.02,18.94,11.03,24.94,26.14,29.26,73.86,58.51,44.84,42.45,27.34,15.35,7.67,2.64,9.11,22.06,31.18,77.94,88.25,77.7,79.62,71.94,41.01,7.91,18.47,4.08,8.15,31.89,57.79,31.18,39.57,69.78,53.48,23.5,75.3,77.7,32.85,47.24,76.74,55.64,73.86,79.38,73.86,55.4,87.05,43.41,12.23,17.99,33.57,29.74,84.41,94.48,96.16,89.45,84.17,82.49,82.49,89.45,92.57,94.72
BK0862,超级真菌,15.83,5.52,1.44,2.64,2.88,4.56,63.31,73.62,70.74,90.65,97.12,69.54,65.47,60.67,23.02,7.91,32.37,28.54,49.4,67.15,93.05,45.8,66.91,26.14,17.27,1.92,3.84,3.6,3.12,12.71,20.62,33.57,41.25,15.35,1.92,1.92,2.4,3.12,10.79,23.5,29.26,39.09,26.62,50.84,73.86,63.07,60.19,84.41,53.72,54.44,77.46,62.59,76.74,76.74,77.46,80.58,86.09,75.78,66.19,63.07,64.75,80.1,75.78,87.53,89.93,76.74,26.62,8.87,2.88,4.8,6.71,18.47,50.6,60.43,28.54,37.89,37.89,35.97,36.21,52.52,51.56,36.93,21.82,27.34,56.12,35.97,34.29,66.67,77.94,33.33,44.6,22.54,6.95,9.11,8.87,67.63,76.98,91.13,92.57,77.22,17.75,11.51,8.63,17.27,14.39,35.01,34.29,20.86,15.59,37.65,15.59,40.77,81.06,66.67,78.42,79.62,94.72,95.44,95.68,95.44,96.64,95.44,87.53,85.13,89.21,83.93,77.7,81.06,91.13,60.91,92.81,78.42,10.31,21.1,64.99,8.87,3.6,9.35,11.03,10.07,12.23,29.5,43.41,37.65,18.71
BK0924,地摊经济,15.59,29.02,17.75,29.5,40.53,38.85,36.69,44.6,47.96,26.38,31.65,45.08,51.56,54.44,37.41,37.41,37.65,24.94,8.15,30.46,23.26,29.26,62.35,75.54,75.54,72.42,55.16,38.13,44.12,41.97,37.89,36.45,30.7,43.65,42.21,76.02,84.41,75.54,78.18,65.71,41.01,31.18,46.04,46.52,53.96,73.14,80.34,73.38,62.59,66.67,52.76,38.85,37.17,44.36,17.03,18.23,31.89,51.32,43.17,65.71,69.78,90.17,64.75,63.55,68.35,79.86,50.12,55.4,49.88,30.46,22.54,28.78,37.89,51.8,67.39,76.74,76.74,66.67,59.95,51.56,55.88,56.83,60.43,49.64,42.45,19.66,11.75,13.91,20.86,20.86,30.46,28.06,43.17,40.05,35.49,20.86,23.98,12.71,13.43,21.34,71.94,66.43,72.9,69.78,64.51,46.04,58.27,45.32,23.26,34.05,14.39,19.66,40.53,62.83,49.64,79.14,78.18,74.82,56.59,74.1,53.24,24.7,47.72,63.31,60.67,71.46,82.49,72.66,74.82,96.16,88.97,86.81,80.1,83.21,46.28,52.76,33.57,49.4,31.18,28.3,30.46,50.6,58.03,46.28,58.03
BK0808,军民融合,15.35,18.47,77.46,77.7,83.45,78.18,55.88,14.39,71.22,61.87,85.37,88.73,84.17,82.25,82.25,83.45,61.87,75.78,60.19,66.67,48.68,81.77,94.48,94.72,87.29,93.29,90.89,62.35,67.15,69.54,28.06,39.57,57.55,70.98,94.24,85.85,66.43,63.31,31.65,18.94,37.17,34.53,28.06,24.7,15.59,15.35,11.75,17.51,24.7,28.06,11.99,46.28,16.79,22.54,54.68,71.22,46.04,33.33,41.73,25.42,17.75,16.07,48.68,29.26,34.77,49.4,70.98,69.06,73.86,76.5,62.83,48.2,43.41,51.08,56.59,53.72,54.44,64.99,91.13,69.54,81.06,70.98,61.63,47.0,66.19,61.39,89.21,82.01,34.53,46.04,82.25,36.21,61.39,70.74,43.65,11.75,12.71,39.33,64.75,70.02,61.15,85.85,66.19,27.82,51.32,48.2,20.62,10.07,46.04,26.38,51.08,52.28,45.08,44.6,36.69,31.41,32.61,39.09,43.17,77.22,79.14,82.25,66.91,45.32,23.5,18.23,14.15,11.75,24.46,25.42,39.81,53.72,69.54,53.48,40.53,38.85,30.22,44.84,56.35,59.95,78.18,55.88,38.61,48.44,42.21
BK0671,彩票概念,15.11,8.39,16.07,23.98,28.3,27.34,27.1,63.55,64.75,80.82,58.03,45.8,27.1,28.54,20.38,21.82,26.14,17.51,8.87,23.5,37.41,43.88,64.75,74.58,57.07,64.75,35.73,35.25,47.0,70.74,46.28,82.01,76.98,58.99,20.38,28.06,18.71,33.09,41.97,66.67,73.38,86.57,79.14,91.85,87.53,91.37,85.37,91.13,88.01,80.1,51.56,11.99,7.19,6.47,20.38,68.82,64.27,60.19,73.86,59.23,30.94,58.27,76.26,71.7,70.98,72.66,59.71,30.7,22.54,24.94,36.45,16.07,16.55,25.18,7.91,14.87,23.74,34.53,23.5,49.4,29.02,45.08,49.64,68.35,62.35,76.02,48.2,52.52,76.5,73.86,39.09,28.78,20.14,18.23,16.31,12.95,17.03,16.55,10.55,11.51,23.02,22.54,45.8,56.35,48.68,55.88,60.43,84.17,87.53,92.57,91.85,93.76,93.05,88.01,77.7,67.87,84.17,73.86,66.43,65.23,83.69,49.4,84.41,88.97,88.01,74.1,64.03,42.69,24.94,49.16,36.45,52.28,49.16,80.82,88.49,95.44,97.84,98.8,94.48,68.35,19.9,11.99,17.75,48.2,76.26
BK0973,注射器概念,14.87,90.65,52.76,55.88,33.81,86.57,82.01,90.17,88.25,50.36,55.88,68.82,33.57,34.05,17.27,3.12,0.72,8.87,17.99,70.26,98.32,96.64,97.6,96.88,97.6,41.25,35.49,20.86,56.83,10.07,11.03,43.88,57.31,26.62,60.43,71.7,60.43,4.56,33.81,51.32,42.45,37.89,61.63,46.76,41.01,30.7,8.15,15.83,11.27,41.73,83.93,82.97,82.25,93.05,75.54,30.94,75.06,87.53,47.96,40.05,87.05,88.01,53.48,75.06,96.64,71.94,53.72,41.97,18.71,25.42,11.27,32.37,36.69,35.73,12.47,29.98,7.67,9.59,33.57,60.19,28.78,39.57,27.58,31.89,8.15,15.11,26.14,41.01,58.03,83.69,94.48,90.65,82.01,19.42,11.27,19.42,41.73,81.29,96.16,83.45,83.45,52.28,5.28,1.92,4.32,1.68,3.12,6.95,73.62,44.36,44.6,47.0,84.17,55.4,88.25,63.07,80.34,80.34,60.67,94.96,98.8,98.08,73.38,56.83,14.87,12.71,21.58,57.31,92.57,35.49,91.61,82.25,5.04,0.72,0.96,0.48,0.72,0.72,9.11,18.23,26.38,32.13,52.52,86.09,90.89
BK0892,乳业,14.63,13.43,8.15,6.0,8.63,4.32,30.46,79.38,69.3,52.52,36.45,11.75,1.68,1.92,14.63,15.11,53.96,62.11,55.88,62.59,91.13,39.09,65.47,70.26,95.2,50.12,67.39,32.13,70.5,25.18,25.18,29.98,38.13,8.87,2.88,2.16,5.76,8.15,23.5,27.82,23.26,35.01,28.78,42.93,60.67,62.35,36.93,67.87,36.93,32.85,17.99,9.11,53.0,37.89,31.65,47.48,96.64,96.16,96.88,98.32,98.56,97.12,83.21,97.6,99.04,98.8,74.1,32.13,13.67,4.08,17.51,73.38,80.58,67.15,53.72,53.48,79.86,76.26,90.41,96.64,96.16,71.22,59.95,47.96,17.75,3.84,1.92,14.87,9.83,6.95,9.11,8.87,3.12,9.35,17.51,26.86,50.84,58.27,41.73,42.69,53.72,55.88,43.65,71.22,77.22,83.69,90.41,89.93,70.5,41.25,20.14,14.15,34.29,27.82,48.44,67.15,88.97,88.97,91.85,79.86,68.59,16.07,27.34,64.51,86.09,75.78,78.42,64.75,53.96,43.88,62.35,26.62,16.55,9.35,12.71,35.01,47.72,59.23,41.73,32.37,25.9,30.94,54.2,50.36,63.79
BK0954,盲盒经济,14.39,20.62,15.35,12.95,24.22,47.24,44.12,42.21,70.5,51.56,52.04,75.06,63.79,84.17,51.32,22.3,64.51,73.38,21.82,31.65,40.05,9.11,0.0,0.48,2.16,3.6,2.88,14.87,49.16,10.31,39.33,18.47,15.35,2.64,4.08,0.0,26.14,16.31,19.9,12.23,13.19,17.99,20.86,42.69,44.6,70.74,95.68,92.57,91.61,88.01,91.61,14.39,81.06,70.98,34.77,30.7,58.51,30.94,13.43,42.45,58.75,82.73,90.89,88.73,79.86,85.85,23.02,13.67,34.53,47.96,38.61,94.96,84.65,76.26,60.43,47.24,11.51,53.72,68.82,92.81,94.72,96.64,97.12,94.96,63.79,49.88,21.34,89.69,97.6,94.48,67.15,38.13,0.24,1.44,72.9,91.85,95.92,83.21,62.11,6.71,1.92,0.72,29.02,62.35,30.22,77.7,94.72,97.12,89.45,92.81,90.89,82.25,34.05,79.38,94.96,93.53,96.4,94.48,85.85,49.4,85.13,23.5,91.13,96.4,95.92,81.29,93.53,71.94,17.51,23.98,56.59,53.48,8.87,17.27,41.49,8.15,5.28,2.64,1.68,2.16,31.18,57.07,96.16,99.04,99.28
BK0611,上证50_,14.15,8.87,9.35,15.59,23.74,20.86,4.32,44.12,46.52,58.99,54.92,71.22,51.08,67.39,33.09,28.54,63.55,33.33,11.51,47.96,59.47,24.94,45.56,63.79,52.76,41.97,34.29,17.03,17.03,10.55,30.22,62.83,54.2,48.2,14.63,25.42,3.36,11.75,36.69,51.08,43.41,81.53,79.86,72.42,84.65,83.69,14.63,31.89,63.79,53.48,22.54,29.98,33.33,30.94,16.55,26.38,73.86,89.45,92.33,96.16,92.57,94.24,83.45,72.9,34.29,64.03,82.01,47.96,42.45,32.61,65.71,67.15,82.25,74.1,80.34,86.81,55.64,28.3,37.65,19.18,7.91,12.71,14.15,6.71,8.63,27.34,12.95,13.43,25.42,11.99,3.84,6.71,10.31,12.23,16.79,11.99,4.8,9.11,4.8,7.43,35.73,70.02,88.25,94.24,97.36,97.84,94.96,84.89,27.82,12.47,5.76,10.55,17.99,25.18,20.14,32.13,62.11,58.27,65.71,60.67,26.38,9.35,6.24,23.26,17.51,47.48,41.01,60.91,34.53,68.59,11.99,7.67,44.36,58.27,88.25,90.65,96.64,96.64,96.64,93.05,56.12,68.59,31.89,10.55,7.67
BK0821,MSCI中国,13.91,19.18,21.1,41.25,51.08,55.16,40.05,64.75,66.19,50.6,48.68,57.55,38.61,50.12,40.77,33.81,64.75,58.75,43.65,58.51,65.71,39.33,48.68,58.03,53.48,54.92,48.92,27.58,28.06,23.26,34.29,43.17,51.8,53.24,41.01,43.88,42.69,36.21,49.4,55.88,49.88,59.95,66.19,48.92,58.75,59.71,31.89,50.12,80.58,64.27,50.12,54.44,30.7,38.85,42.45,44.36,71.22,81.06,82.01,85.85,84.41,54.92,29.74,34.53,27.58,28.78,67.87,59.95,61.87,50.84,66.91,60.43,74.82,69.06,76.02,81.77,75.78,51.08,52.76,34.77,20.38,20.38,23.02,14.15,12.95,21.58,19.18,14.15,15.59,15.35,16.55,20.62,53.48,49.88,46.28,28.78,28.3,29.5,23.74,19.42,36.69,52.76,64.75,73.38,88.73,87.29,82.49,71.46,31.89,17.03,13.91,17.27,13.19,20.38,18.71,23.98,51.08,60.43,68.11,63.55,38.85,30.22,15.59,19.66,14.63,27.82,22.06,33.81,34.29,34.77,21.82,21.82,53.24,41.73,76.98,76.5,85.61,89.21,91.13,89.69,67.39,57.31,26.38,13.43,8.87
BK0500,HS300_,13.67,18.71,17.03,35.25,40.29,35.97,14.63,49.64,52.28,49.16,51.32,53.48,33.33,45.32,27.1,21.34,41.73,35.25,22.3,51.32,67.15,35.73,40.29,48.2,48.2,48.2,41.25,24.46,26.86,14.15,33.33,55.16,61.39,54.92,30.22,31.65,20.86,15.11,28.54,30.46,36.45,68.11,69.78,61.87,81.29,79.14,28.06,46.28,71.94,48.92,22.3,19.9,16.31,34.29,38.85,60.67,85.85,90.89,90.89,90.41,87.53,88.73,53.72,48.44,32.13,38.13,52.76,29.26,41.49,27.58,52.76,62.11,77.46,75.3,79.38,84.65,69.06,45.8,45.8,32.37,17.03,23.26,26.14,11.75,12.23,22.3,12.23,14.63,26.86,19.42,11.51,17.75,29.74,20.38,19.66,16.55,9.59,10.55,6.95,6.47,22.54,47.0,74.82,88.73,95.44,96.64,92.09,85.61,31.41,15.35,6.0,9.59,10.07,18.47,18.23,27.34,65.23,75.06,80.1,76.02,48.92,19.9,12.47,24.7,19.18,40.05,36.45,54.68,38.37,51.08,15.11,12.71,47.24,47.48,85.85,83.69,89.69,92.81,93.05,87.77,69.3,64.51,27.82,11.75,7.91
BK0476,装修建材,13.43,68.59,40.29,36.45,28.54,31.18,33.09,43.17,28.54,42.69,13.91,1.2,2.16,1.68,9.59,11.75,11.51,5.28,12.47,3.84,22.06,14.87,36.93,40.05,96.16,76.02,88.49,73.14,82.01,48.68,69.78,48.44,62.83,51.8,17.51,22.3,40.29,53.96,40.77,29.5,28.54,17.27,7.43,14.87,34.29,29.26,53.72,61.87,56.83,50.6,22.78,4.8,6.24,9.35,1.92,10.31,16.07,33.81,48.68,80.82,56.83,89.45,79.38,82.01,74.58,75.3,40.53,19.42,15.35,8.15,23.02,88.01,69.3,48.2,54.92,22.78,2.16,6.47,11.27,28.3,36.69,47.0,52.76,44.84,43.41,64.51,36.21,56.12,93.53,87.05,51.56,84.17,35.97,11.99,23.02,30.22,14.39,15.35,18.71,16.31,18.94,21.1,70.74,91.85,90.89,98.56,97.36,94.96,53.72,65.23,16.31,26.38,27.82,77.22,80.58,73.86,78.9,92.57,76.02,85.85,86.57,82.49,33.33,51.56,65.71,90.17,94.48,96.16,92.33,58.99,6.71,1.68,3.84,36.45,61.39,74.1,76.26,65.47,27.82,31.41,43.65,64.75,69.3,45.08,38.61
BK0872,青蒿素,13.19,9.35,5.04,3.36,9.59,23.98,48.68,88.01,93.76,97.6,97.84,89.69,76.26,58.51,25.18,18.23,59.95,41.01,47.72,67.87,88.97,42.69,59.95,26.86,9.83,3.84,2.4,6.0,43.41,37.17,27.34,65.95,78.66,23.02,13.91,79.62,63.07,20.62,59.71,64.99,25.66,25.9,26.14,41.01,69.78,69.54,66.67,89.93,76.26,49.88,81.29,76.02,73.14,90.17,87.53,76.98,74.82,65.95,33.81,24.94,25.42,17.99,12.47,17.27,28.06,13.91,10.31,5.28,31.41,16.79,41.49,33.57,35.49,24.22,27.1,34.77,31.65,30.94,21.58,41.73,48.68,58.03,50.36,53.96,58.75,38.37,22.78,46.52,83.93,74.1,88.01,86.33,47.96,34.05,27.58,81.06,94.48,97.36,96.88,68.59,12.71,0.48,0.48,2.4,6.47,10.55,15.83,11.51,5.76,3.12,2.64,11.03,45.32,34.77,74.82,90.17,95.92,96.88,97.84,94.72,93.29,83.93,24.94,29.02,46.76,38.13,27.34,80.1,84.65,43.17,85.85,90.41,48.68,47.96,76.02,43.88,7.67,12.23,16.07,29.5,13.19,35.01,21.58,31.65,13.91
BK0706,人脑工程,12.95,1.2,18.23,8.39,1.44,17.51,14.39,17.27,53.72,59.95,33.09,18.47,28.06,16.55,32.13,40.53,62.35,64.51,74.1,94.0,95.2,91.61,80.34,73.14,4.8,5.52,5.28,15.59,4.8,12.47,30.7,25.42,21.82,50.84,85.37,71.22,85.37,71.7,38.85,1.68,1.44,1.68,1.2,7.19,19.9,17.75,16.31,34.77,19.18,13.67,53.24,38.61,56.59,75.06,72.9,46.52,88.25,93.05,82.25,87.05,88.73,69.78,52.52,79.86,69.3,59.47,61.15,11.99,8.63,16.31,14.87,3.12,12.47,52.52,2.16,10.07,5.52,7.91,4.32,28.78,23.98,58.51,55.4,70.02,54.44,50.84,11.03,55.4,76.98,54.68,57.55,70.98,6.0,3.6,1.92,13.67,18.23,13.91,60.19,56.83,14.15,17.03,25.66,11.27,11.51,37.89,35.49,75.06,87.29,79.86,53.0,78.18,82.25,71.46,76.98,54.92,33.09,24.22,86.09,88.97,93.53,86.09,86.81,51.8,36.21,39.33,45.32,32.61,7.43,19.42,33.09,65.71,66.43,86.33,85.37,82.25,72.66,70.02,70.02,33.81,17.03,22.3,47.24,25.66,64.99
BK0420,民航机场,12.71,10.31,13.43,11.51,4.08,1.2,1.68,7.19,13.67,91.61,88.25,37.17,29.74,13.19,4.56,7.19,27.1,6.0,1.68,1.44,1.44,0.24,6.71,9.35,41.97,22.3,63.55,16.31,33.81,53.48,95.68,96.4,97.84,97.84,80.34,5.04,31.18,51.08,53.24,55.4,80.34,69.06,70.02,92.09,97.12,96.64,82.25,93.53,87.53,38.13,0.24,1.92,0.0,7.67,53.72,80.34,91.61,94.96,89.93,89.93,89.69,96.4,99.28,98.32,93.53,99.76,99.52,90.65,47.72,59.47,3.12,2.16,1.44,11.99,28.78,79.38,88.97,71.22,80.58,37.89,8.15,7.67,82.97,28.78,31.41,55.4,63.79,6.47,20.38,13.91,8.15,0.48,1.92,3.36,4.8,3.6,5.76,0.48,0.24,2.88,4.32,27.58,84.65,97.12,91.13,90.89,58.75,41.25,0.96,0.96,0.96,7.43,24.7,51.32,52.04,58.51,82.49,93.05,90.17,99.04,96.16,94.0,84.65,92.09,44.84,81.06,81.53,72.9,29.98,73.14,17.51,6.0,42.45,73.38,91.37,96.16,99.04,99.28,99.28,98.56,98.56,97.36,73.86,89.21,91.37
